"","Row.names","Sample.ID","Latitude","Longitude","Fg_MDS1","Fg_MDS2","Fg_MDS3","Bac_MDS1","Bac_MDS2","Bac_MDS3"
"19","SampleID.102.100.100.12463","102.100.100/12463",-35.42388333,148.7978833,-0.504508859885168,-0.0669369658653936,0.0287858076218135,-0.532250229993039,0.138780944838558,0.105716686159374
"20","SampleID.102.100.100.12465","102.100.100/12465",-35.4214,148.79855,-0.422555545952109,-0.0297637968738412,0.0195847617056885,-0.444394735400103,0.187125099128696,0.100362586408925
"21","SampleID.102.100.100.12467","102.100.100/12467",-35.42375,148.79595,-0.442492139517324,-0.0577487604650873,0.0190565867988264,-0.446404457153772,0.144333621584925,0.0948500139498917
"22","SampleID.102.100.100.12469","102.100.100/12469",-35.4235,148.7968,-0.458344363972555,-0.028291536594142,-0.00373060415788764,-0.410186108922031,0.224988758016536,0.115310156753287
"23","SampleID.102.100.100.12471","102.100.100/12471",-35.42386667,148.7971667,-0.421809460859455,0.00279608325777801,0.0373408836520233,-0.445275268589545,0.237056438038768,0.107321108692742
"24","SampleID.102.100.100.12473","102.100.100/12473",-35.42325,148.7967667,-0.432972282181985,-0.0172648195868317,0.0394161736286225,-0.473071312191534,0.157822119859906,0.0999139281705631
"25","SampleID.102.100.100.12475","102.100.100/12475",-35.42385,148.7965833,-0.475427787183849,-0.0149228774013209,0.00705633208779498,-0.492395901108045,0.192250028425484,0.113469279918268
"26","SampleID.102.100.100.12477","102.100.100/12477",-35.42261667,148.7961,-0.429996982976339,-0.0303938133460329,0.028058711854089,-0.497105980447665,0.159547119607112,0.0943127305766009
"27","SampleID.102.100.100.12479","102.100.100/12479",-35.42318333,148.7963833,-0.467400893932391,-0.0280044837297482,0.0088737191844142,-0.526600485035934,0.160017561049322,0.107997703618549
"28","SampleID.102.100.100.12481","102.100.100/12481",-32.526047,142.219292,0.236902500806369,0.26667803700484,-0.0912031055626726,0.710117852036874,0.413230276889095,0.126823339843479
"29","SampleID.102.100.100.12483","102.100.100/12483",-29.055658,141.898047,0.260197837790733,0.0827690169795366,-0.0186308994284913,0.648797647209788,-0.14836668337321,0.0837892904640575
"30","SampleID.102.100.100.12485","102.100.100/12485",-29.035917,141.352819,0.377372077791496,0.143510920538036,-0.0919949217012867,0.632815053185385,-0.0470160027543045,0.0678414515205421
"31","SampleID.102.100.100.12487","102.100.100/12487",-29.945633,144.111706,-0.31785639921322,-0.0250761640483361,-0.0302448189860323,0.510954629806072,-0.244754105782784,-0.0217841508887648
"32","SampleID.102.100.100.12489","102.100.100/12489",-30.395,142.717778,0.283903337121123,0.055201735128726,-0.114705117922008,0.34167860638729,-0.331744793295084,0.0296848495799525
"33","SampleID.102.100.100.12491","102.100.100/12491",-35.881,149.0076,-0.295399975824247,0.175434846613835,0.0496089403615552,-0.274221804632351,0.353778116559109,-0.211313528553455
"34","SampleID.102.100.100.12493","102.100.100/12493",-35.8811,149.0083,-0.297603286967363,0.0251804538999603,0.0102466947429792,-0.366509017288274,0.254282773306291,-0.0984442407934176
"35","SampleID.102.100.100.12495","102.100.100/12495",-35.8766833,149.0097,-0.344937738068079,0.199013871332404,0.0179836071461398,-0.339897575651781,0.314942262773282,-0.420394071309265
"36","SampleID.102.100.100.12497","102.100.100/12497",-35.8769333,149.01025,-0.298813600320623,0.015145843014715,-0.0544227973441935,-0.323984557817068,0.190721993553173,-0.0578396523944098
"37","SampleID.102.100.100.12499","102.100.100/12499",-35.8748666,149.01088,-0.238827545802602,0.138318687842891,-0.0110613900497111,-0.420554862292198,0.389407409114892,-0.243880580984043
"38","SampleID.102.100.100.12501","102.100.100/12501",-30.20049501,149.596946,0.1557675841142,0.204233416798125,0.0309024299171499,0.547993775413692,0.458975762195284,-0.137384441335096
"39","SampleID.102.100.100.12503","102.100.100/12503",-30.20091302,149.59689,0.199076453754587,0.269392498976779,0.0125016762212364,0.63472311082784,0.539127474033901,-0.090937870668786
"40","SampleID.102.100.100.12505","102.100.100/12505",-30.20176998,149.596752,0.181428796107234,0.228008634669004,0.0103693881766964,0.633601429137998,0.523383334352483,-0.0824616966034902
"41","SampleID.102.100.100.12507","102.100.100/12507",-30.20134804,149.596892,0.187202964187973,0.256393201391986,0.0494652107946123,0.69040290257037,0.793135386501992,0.236571680281409
"42","SampleID.102.100.100.12509","102.100.100/12509",-30.201197,149.596931,0.162518915436692,0.2196075532224,0.0152028053343708,0.598393755182568,0.529703697302924,-0.0938147616572601
"43","SampleID.102.100.100.12511","102.100.100/12511",-30.200924,149.596977,0.203598503756121,0.349483936020018,0.143466073016503,0.67743869887842,0.667417618343689,0.0427224229637463
"44","SampleID.102.100.100.12515","102.100.100/12515",-30.20151299,149.597039,0.17141373185888,0.269233488259721,0.0207914297331937,0.63260770011071,0.561921675109713,-0.0790481710208941
"45","SampleID.102.100.100.12517","102.100.100/12517",-30.20168197,149.597005,0.169158500692956,0.215796778114834,0.0197012764668064,0.587319351906469,0.509078932696795,-0.072761796624086
"46","SampleID.102.100.100.12519","102.100.100/12519",-30.20054799,149.597266,0.25155964294597,0.339637590993102,0.106861496941867,0.680448142297118,0.647772008284933,-0.0343297944844953
"47","SampleID.102.100.100.12521","102.100.100/12521",-30.20066902,149.597249,0.158057818452303,0.219523101791041,0.0428306899185554,0.598743282061784,0.474878959081279,-0.112626372553122
"48","SampleID.102.100.100.12523","102.100.100/12523",-30.20092802,149.597209,0.148217731426118,0.261282519689859,0.0498663645981993,0.570712984475197,0.509510028399838,-0.0873409036342751
"49","SampleID.102.100.100.12525","102.100.100/12525",-30.20171399,149.597239,0.197448438247689,0.221516679685012,0.0190743675097976,0.601171263965849,0.469004298260166,-0.064595339275775
"50","SampleID.102.100.100.12527","102.100.100/12527",-30.20141199,149.597294,0.197432023987308,0.249556658817022,0.0461013243998037,0.618089485891637,0.513954078166968,-0.0486695486984457
"51","SampleID.102.100.100.12529","102.100.100/12529",-30.20098099,149.597383,0.163570341446287,0.204435504754484,0.0181677389095711,0.626651811864078,0.468692237203468,-0.0595428237340908
"52","SampleID.102.100.100.12558","102.100.100/12558",-35.656611,148.151667,-0.311723811736523,-0.134674536513502,0.0162937854693611,-0.552567611484909,0.0815780675702533,0.16020841002463
"53","SampleID.102.100.100.12560","102.100.100/12560",-35.881,149.0076,-0.318021150395386,0.132112109737017,-0.00083139028067261,-0.293338977239194,0.267946858622276,-0.225160307750415
"54","SampleID.102.100.100.12562","102.100.100/12562",-35.8811,149.0083,-0.33670510399256,0.01738384224822,-0.022489372345221,-0.347153253207664,0.195939898500678,-0.0558547535892721
"55","SampleID.102.100.100.12564","102.100.100/12564",-35.8766833,149.0097,-0.316637281260959,0.161098814497642,0.055215123424519,-0.285570159314189,0.185692859554719,-0.319023119155318
"56","SampleID.102.100.100.12566","102.100.100/12566",-35.8769333,149.01025,-0.314814724226877,0.00101331127067171,-0.0399190068101073,-0.346110102083597,0.110816903262395,-0.0630174854837352
"57","SampleID.102.100.100.12568","102.100.100/12568",-35.8748666,149.01088,-0.289968386060778,0.108345675587947,0.0362619225265866,-0.314187177998425,0.275357810385068,-0.25069530330164
"58","SampleID.102.100.100.12570","102.100.100/12570",-35.8748166,149.01165,-0.343851574467571,-0.0136574487572312,-0.0177795471143188,-0.363670518876584,0.140711756997425,-0.0296792895951237
"59","SampleID.102.100.100.12572","102.100.100/12572",-35.881,149.0076,-0.304556920068578,0.141592036416896,0.0333629942194538,-0.289726520478609,0.318841870610455,-0.265992787422382
"60","SampleID.102.100.100.12574","102.100.100/12574",-35.8811,149.0083,-0.304628658325623,0.0195587932558126,-0.0452792904306642,-0.299904421618991,0.277943879470487,-0.06257480639679
"61","SampleID.102.100.100.12576","102.100.100/12576",-35.8766833,149.0097,-0.287071294441255,0.15787574972566,0.0277459149925515,-0.342016041616813,0.362104111688577,-0.368461877859081
"62","SampleID.102.100.100.12578","102.100.100/12578",-35.8769333,149.01025,-0.292685860025525,0.02665921471588,-0.0298909003276273,-0.36928520304757,0.137629631803959,-0.0886764159058097
"63","SampleID.102.100.100.12580","102.100.100/12580",-35.8748666,149.01088,-0.290576607169159,0.143336054130259,0.0133974609760926,-0.333626200338929,0.323696370692223,-0.257684481119982
"64","SampleID.102.100.100.12582","102.100.100/12582",-35.8748166,149.01165,-0.339070812422125,0.0037966775667673,-0.0359700180808998,-0.351301817077144,0.187407747943931,-0.0432445014471438
"65","SampleID.102.100.100.12584","102.100.100/12584",-34.42796,142.27515,0.061205144095798,0.143232754456246,-0.117268260915547,0.196314212330071,0.278553464757525,0.134490438335632
"66","SampleID.102.100.100.12586","102.100.100/12586",-34.42796,142.27515,0.080839631851791,0.145927020717518,-0.105772940499682,0.251142633949537,0.283836640216673,0.181164127404061
"67","SampleID.102.100.100.12588","102.100.100/12588",-35.28922,139.02281,-0.0153648808322824,0.139301169431313,-0.0368968823384101,0.0531929534712838,0.370046005782714,0.103981518787663
"68","SampleID.102.100.100.12590","102.100.100/12590",-35.28922,139.02281,0.0142135292026667,0.213456262739497,-0.067643417888476,0.0612904324411863,0.382463360317546,0.13756655219199
"69","SampleID.102.100.100.12592","102.100.100/12592",-34.09934,139.84894,0.0568235829852699,0.164100701950747,-0.0731198684975938,0.159676198897317,0.275484972054855,0.163467391507958
"70","SampleID.102.100.100.12594","102.100.100/12594",-34.09934,139.84894,0.15266665388712,0.18894201497524,-0.137301598825181,0.353509272427374,0.354370532402491,0.274305751368349
"71","SampleID.102.100.100.12614","102.100.100/12614",-33.659823,150.265414,-0.110772796449447,0.0791352512316253,0.0195369024618232,-0.0931425810204041,0.280864308087472,-0.114999101669635
"72","SampleID.102.100.100.12616","102.100.100/12616",-33.659823,150.265414,-0.127973164268688,0.09585452223026,0.00948093455371415,-0.151414830071388,0.260562237545878,-0.0987986915871145
"73","SampleID.102.100.100.12618","102.100.100/12618",-33.652818,150.268179,-0.14396738645975,0.0907428673727575,0.00922396278922542,-0.100017693100826,0.307408145800969,-0.102096912335799
"74","SampleID.102.100.100.12620","102.100.100/12620",-33.652818,150.268179,-0.14676698399657,0.09201044005083,0.0212306784341534,-0.159244846327454,0.242887340035967,-0.101686328288464
"75","SampleID.102.100.100.12622","102.100.100/12622",-33.652974,150.267825,-0.171211706779417,0.0742770851037735,0.0521565447563074,-0.377299640225814,0.311671083618197,-0.271117188925646
"76","SampleID.102.100.100.12624","102.100.100/12624",-33.652613,150.267756,-0.237976699519204,0.125607175782463,0.00406356283365825,-0.215343052905048,0.379555554808822,-0.140638736491681
"77","SampleID.102.100.100.12816","102.100.100/12816",-16.10341667,145.4478833,-0.092300747126303,-0.190311158591977,0.369621420825001,-0.489138192269926,-0.00887117901672473,0.334531671726982
"78","SampleID.102.100.100.12818","102.100.100/12818",-16.10298333,145.4472167,-0.0654211358647444,-0.133579841767572,0.335738608595449,-0.455634985761732,0.0455118924783199,0.362642088146107
"79","SampleID.102.100.100.12819","102.100.100/12819",-16.10341667,145.4478833,-0.0386493740215905,-0.135301589434447,0.34809911571393,-0.427029896406977,0.0693660164616913,0.374192778056068
"80","SampleID.102.100.100.12824","102.100.100/12824",-17.12108333,145.6308833,-0.121553213375281,-0.175850174870771,0.270201027760389,-0.582591729277437,-0.0586176249616234,0.292507914119175
"81","SampleID.102.100.100.12828","102.100.100/12828",-17.1036,145.61195,-0.163942423550539,-0.142705954839534,0.312762302091832,-0.497951905120757,0.0471874386167407,0.303043000858208
"82","SampleID.102.100.100.12830","102.100.100/12830",-17.09208333,145.6202167,-0.20266178727465,-0.135728303065235,0.252611502826041,-0.567895398632786,-0.00426739671898491,0.279231906135263
"83","SampleID.102.100.100.12832","102.100.100/12832",-27.387599,152.878317,0.027571601047255,-0.0738283498303771,0.30598409233197,-0.140626102439839,-0.258496647645943,-0.287630398756318
"84","SampleID.102.100.100.12834","102.100.100/12834",-27.387121,152.87905,-0.0427070074691964,-0.0496365946557519,0.187974021428915,-0.211483372946906,-0.202958223358202,-0.260925935403498
"85","SampleID.102.100.100.12836","102.100.100/12836",-27.386111,152.878872,0.0454481305769816,0.0604224184199847,0.270740535855025,-0.02766652779694,-0.126673498163591,-0.393872152047478
"86","SampleID.102.100.100.12838","102.100.100/12838",-27.632688,153.083025,-0.0845231418436813,-0.182260414425395,0.192350302314862,-0.443051795157423,-0.100515447653301,0.214830490559154
"87","SampleID.102.100.100.12860","102.100.100/12860",-22.282754,133.249341,0.346420887430608,-0.0422000059800068,-0.132277730316311,-0.231687383972983,-0.253027224584605,0.624544856013719
"88","SampleID.102.100.100.12862","102.100.100/12862",-22.288806,133.613639,0.406715129402486,0.0344979768568641,-0.0974195349679754,-0.0396812969215619,-0.0544768277182107,0.718675131491498
"89","SampleID.102.100.100.12876","102.100.100/12876",-14.195246,135.71916,0.268826747556949,-0.256867272182557,0.0744305102181357,0.34160754328764,-0.373446235085944,0.27530423630734
"90","SampleID.102.100.100.12878","102.100.100/12878",-12.93256,135.20189,0.15979120459038,-0.381514215762822,0.137655867718764,-0.0128151010761985,-0.684358670673625,-0.135863800381123
"91","SampleID.102.100.100.12880","102.100.100/12880",-12.50916,135.81029,0.156567917405746,-0.232831822265441,0.142849308570971,0.209783722839479,-0.36715748820345,-0.105621586075811
"92","SampleID.102.100.100.12882","102.100.100/12882",-13.52115,134.50615,0.286272959827625,-0.164917651626318,0.106312842585598,0.383358688016917,-0.273969660755441,-0.147128378074856
"93","SampleID.102.100.100.12884","102.100.100/12884",-36.673214,145.029247,-0.246507402413359,-0.049908346467617,-0.117086911142346,-0.270027101358765,-0.0434575095129259,0.117850534827999
"94","SampleID.102.100.100.12886","102.100.100/12886",-36.650436,145.5755,-0.053577753296116,0.142549112938035,0.0872418075576149,-0.277817939418722,-0.0148536136154654,0.161197103708197
"95","SampleID.102.100.100.12891","102.100.100/12891",-37.25205,144.05391,-0.392579574052538,-0.281238702532933,0.0296134744697864,-0.649921366761869,0.0296209995659482,0.321186857378618
"96","SampleID.102.100.100.12897","102.100.100/12897",-34.003639,140.587564,0.121070642948467,0.112195571277096,-0.29791628689723,-0.169673322199052,0.109816310108164,0.5809544801484
"97","SampleID.102.100.100.12899","102.100.100/12899",-34.098,140.3515262,-0.0704031468683182,-0.0682760746740173,0.121837551354239,-0.351259290645183,0.0260847346116708,0.433830573282871
"98","SampleID.102.100.100.12901","102.100.100/12901",-33.971572,140.728053,0.180030967137319,0.284176252689376,-0.140909187155867,-0.0739082982521537,0.176306349331629,0.756780898497363
"99","SampleID.102.100.100.12903","102.100.100/12903",-43.09507123,146.6542886,-0.330622214667941,-0.279943338193213,0.095737063083423,-0.719261016841604,-0.103581831903067,0.103665060034866
"100","SampleID.102.100.100.12939","102.100.100/12939",-13.40822,135.77629,0.1458568179715,-0.376855909449888,0.197485013299221,-0.16206180127546,-0.808744267091587,-0.23086134449962
"101","SampleID.102.100.100.13260","102.100.100/13260",-39.9214,143.85151,-0.204028525985085,0.245238322582555,0.0884947051287532,-0.164917607935745,0.455865318480791,0.24034748143969
"102","SampleID.102.100.100.13262","102.100.100/13262",-40.10868,143.90544,-0.193946568523989,0.213704656870514,0.0776954835820097,-0.256474867947526,0.236698444942951,0.115064097873341
"103","SampleID.102.100.100.13266","102.100.100/13266",-39.93582,144.11945,-0.198746695598194,0.12397871661851,0.120903212215448,-0.454711287495463,0.193838612050009,-0.309287660954536
"104","SampleID.102.100.100.13268","102.100.100/13268",-39.935,144.11969,-0.286921217215869,-0.205296075832835,0.0433091827257798,-0.720185938208895,-0.0503653495990019,-0.0469283017809197
"105","SampleID.102.100.100.13270","102.100.100/13270",-39.89271,144.08213,-0.19598458551592,-0.285971925071861,-0.0207481725526153,-0.741023807738959,-0.285510845859871,0.12564883865655
"106","SampleID.102.100.100.13272","102.100.100/13272",-39.89131,144.07319,-0.157358374169023,0.124608899662175,0.0622604820108885,-0.263088681602258,0.343253600123426,-0.232968192640266
"107","SampleID.102.100.100.13274","102.100.100/13274",-39.72931,143.92897,-0.128007107757856,0.151938503783741,0.0516448895802011,-0.194468110311881,0.412612372827651,-0.268951163190446
"108","SampleID.102.100.100.13276","102.100.100/13276",-39.66524,143.97764,-0.128703705177806,0.142486130170024,0.0560727257135846,-0.202457711179492,0.320773093539778,-0.249113896096892
"109","SampleID.102.100.100.13278","102.100.100/13278",-39.65086,143.97275,-0.158059087853544,0.277095430830756,0.0513202322792564,-0.132642969429132,0.542519539095524,-0.35188561855003
"110","SampleID.102.100.100.13280","102.100.100/13280",-39.62658,143.97147,-0.0603128804933978,0.141155463770389,0.0683134149139597,-0.123059973546906,0.311746937026825,-0.261877123979744
"111","SampleID.102.100.100.13282","102.100.100/13282",-39.8567,143.89352,-0.0927257769426605,0.276784094737135,0.0805973691534165,-0.147393510211984,0.546481194065185,-0.386746390541475
"112","SampleID.102.100.100.13284","102.100.100/13284",-39.85711,143.89846,-0.141431459955281,0.135443492664107,0.100145055718422,-0.313830059725451,0.32761751941111,-0.299458143401073
"113","SampleID.102.100.100.13286","102.100.100/13286",-39.8644,143.89126,-0.170427781801135,0.169045515150817,0.0216479269153996,-0.25834746344307,0.366016870546234,-0.302656658921819
"114","SampleID.102.100.100.13729","102.100.100/13729",-30.19191,120.6551097,0.164482647839877,0.177228357413904,-0.24194635446726,0.699262511729308,0.337186965137194,0.335356565767287
"115","SampleID.102.100.100.13731","102.100.100/13731",-30.19158083,120.6517306,0.0428280972969236,0.14322997438848,-0.180231824110993,0.564581480236469,0.136613746590806,0.181295453736286
"116","SampleID.102.100.100.13733","102.100.100/13733",-30.19192056,120.6425258,0.258256580507617,0.298689952424346,-0.115255991690711,0.769008586795594,0.369641502239969,0.265085609945304
"117","SampleID.102.100.100.13735","102.100.100/13735",-30.19443861,120.6336736,0.0132317652295378,0.312798812266802,-0.213327937281417,0.706112053363704,0.438634893945642,0.244529591779228
"118","SampleID.102.100.100.13737","102.100.100/13737",-15.258583,132.370453,0.144591529012241,-0.184349014403545,0.11704500890104,0.243373633683999,-0.387680084461715,-0.0692446344139457
"119","SampleID.102.100.100.13739","102.100.100/13739",-13.179121,130.794355,0.0513004993459011,-0.299981432792583,0.171615851557845,-0.124450227598448,-0.633414539430186,-0.14481173648266
"120","SampleID.102.100.100.137694","102.100.100/137694",-28.48023,149.86972,0.226456320915067,0.189480269897301,0.0212245093512243,0.786229961374194,0.353447353806387,-0.127407371996616
"121","SampleID.102.100.100.137696","102.100.100/137696",-28.48005,149.86974,0.210571657832278,0.181415943216113,-0.0180903261872875,0.709022761220679,0.379979682561843,-0.062510581842306
"122","SampleID.102.100.100.137698","102.100.100/137698",-27.04726,150.13414,0.25536849377744,0.18917316941873,0.00966389329400168,0.688588567171094,0.423080699316465,-0.126662241230561
"123","SampleID.102.100.100.137700","102.100.100/137700",-27.04773,150.13422,0.264341895093818,0.187898544024555,-0.00393213770074445,0.738676281704648,0.416256323015812,-0.0639087598147626
"124","SampleID.102.100.100.137702","102.100.100/137702",-23.82286,148.25978,0.253720854575133,0.0989605258163141,0.0280967111113337,0.808346244308915,0.233066745280039,-0.176746257662587
"125","SampleID.102.100.100.137704","102.100.100/137704",-23.82257,148.2596,0.248725248868624,0.083683543618494,0.0181145516392606,0.762996435964858,0.275472407955659,-0.118887616308024
"126","SampleID.102.100.100.137706","102.100.100/137706",-35.81612,143.90498,0.0468511935572508,0.229190221078023,-0.0296171626333769,0.438778737893098,0.505660498278909,-0.146778474554612
"127","SampleID.102.100.100.137708","102.100.100/137708",-35.81581,143.90501,0.0626749038357474,0.248668948299299,-0.0436695410488454,0.441384516635162,0.524029192248433,-0.113259106432917
"128","SampleID.102.100.100.137710","102.100.100/137710",-35.48099,144.24417,0.00583868236712448,0.216990644165018,-0.0721484246202539,0.343048871230285,0.30380893259807,-0.201135529541312
"129","SampleID.102.100.100.137712","102.100.100/137712",-35.4813,144.24429,0.0211296007586196,0.206111068180512,-0.0773968782392715,0.34378009904446,0.298415549343869,-0.191579308271337
"130","SampleID.102.100.100.137714","102.100.100/137714",-33.46719,135.80528,0.111621996508112,0.321228010190394,-0.0952806586948089,0.527565075445843,0.606937395022456,0.110688502203036
"131","SampleID.102.100.100.137716","102.100.100/137716",-33.46663,135.8056,0.113021653556426,0.332634077617411,-0.0960119689971685,0.509907648090093,0.61543618455597,0.0411777338608001
"132","SampleID.102.100.100.137718","102.100.100/137718",-36.16971,142.21396,0.059005326207758,0.24663450163765,-0.0278374702340833,0.403856653119054,0.527140074604389,-0.050982243258248
"133","SampleID.102.100.100.137720","102.100.100/137720",-36.16972,142.21429,0.0259603409374589,0.274676063241049,-0.0436609532171238,0.388389670779377,0.477630856474459,-0.0802803768265851
"134","SampleID.102.100.100.137722","102.100.100/137722",-33.609,138.83405,-0.0660940737904844,0.234752905220599,-0.0373426607714222,0.114585268666323,0.270946431646398,-0.172460621368359
"135","SampleID.102.100.100.137724","102.100.100/137724",-33.60899,138.83466,-0.0582863987007966,0.228253084727476,-0.057308872034576,0.112877747544436,0.321037580070643,-0.167033810907747
"136","SampleID.102.100.100.137726","102.100.100/137726",-35.01123,142.19164,0.0955617047298303,0.203540280481416,-0.0985167702683744,0.35025144447968,0.259719731564717,-0.0845180247240519
"137","SampleID.102.100.100.137728","102.100.100/137728",-35.01125,142.19247,0.0917057731625492,0.211968940940203,-0.0921207309928188,0.330088649345346,0.228570447962711,-0.0983300046373002
"138","SampleID.102.100.100.137730","102.100.100/137730",-34.85696,147.34665,-0.0315632805589634,0.155209218349249,0.013825634613287,0.0777509624112156,0.0361818970645293,-0.189424113206415
"139","SampleID.102.100.100.137732","102.100.100/137732",-34.85649,147.34673,-0.0252476634209661,0.161024862964652,0.00147177738066408,0.0725323924106952,0.0650328632687599,-0.170416675533058
"140","SampleID.102.100.100.137734","102.100.100/137734",-30.0294611666666,149.900841666666,0.204920301624107,0.211978830808143,-0.0644392078412132,0.665552647462304,0.46063839336934,-0.0204427831362642
"141","SampleID.102.100.100.137736","102.100.100/137736",-30.028744,149.899760833333,0.177121452321986,0.172554150605498,-0.0349095460877622,0.614962495093236,0.332952432825516,-0.138405444789246
"142","SampleID.102.100.100.137738","102.100.100/137738",-30.8565403333333,150.217369,0.197598395832012,0.234862220566421,-0.058197544452193,0.640265895574429,0.469361035375893,-0.168900277529273
"143","SampleID.102.100.100.137740","102.100.100/137740",-30.856159,150.217462833333,0.163270341400582,0.197192500150104,-0.0464784579056024,0.404876354078089,0.126570479091537,-0.17394355269766
"144","SampleID.102.100.100.137742","102.100.100/137742",-29.06941,115.49648,0.115299914712106,0.284328520596735,-0.105423871688047,0.598274693279022,0.458568859548403,0.103277906650744
"145","SampleID.102.100.100.137744","102.100.100/137744",-29.0694,115.49586,0.120722372700782,0.256297145140492,-0.116884247320965,0.577881124457944,0.388012734852994,0.0536460806760322
"146","SampleID.102.100.100.137746","102.100.100/137746",-31.64637,117.52919,0.0564365377616156,0.116384853282054,-0.0837142814557772,0.190245774179033,-0.071186777426428,-0.104837635204892
"147","SampleID.102.100.100.137748","102.100.100/137748",-31.64626,117.53062,0.0468177961798828,0.121649629940031,-0.0847068284788922,0.127583882357067,-0.0796366406867452,-0.169775033537139
"148","SampleID.102.100.100.137750","102.100.100/137750",-29.37609,115.44627,0.0990406649668166,0.0786943849333608,-0.0588765886612719,0.419325305445567,0.309133707379578,-0.0582863719669023
"149","SampleID.102.100.100.137752","102.100.100/137752",-29.37512,115.44627,0.0855017843678768,0.105180362584579,-0.0764614206480315,0.403888820467945,0.263845802035383,-0.0584978466414898
"150","SampleID.102.100.100.137754","102.100.100/137754",-33.74298,118.12227,-0.0105703417823431,0.101412152405066,-0.0364447676718123,0.147522603176161,0.130992019417483,-0.137038915424426
"151","SampleID.102.100.100.137756","102.100.100/137756",-33.74385,118.12228,-0.00863500596581576,0.0783258628785342,-0.0487754647115332,0.146533882996051,0.135838426536989,-0.102972415333009
"152","SampleID.102.100.100.138310","102.100.100/138310",-42.8772762,147.301169,-0.223876071449572,0.170772336396946,-0.0360057498602003,-0.188197443018589,0.577452106716431,-0.154095214340193
"153","SampleID.102.100.100.138311","102.100.100/138311",-42.9809723,147.2996381,-0.133779878291166,0.113034270737458,0.010987783530329,-0.216034334193972,0.296936316481534,-0.173643071921656
"154","SampleID.102.100.100.138312","102.100.100/138312",-42.8625863,147.3725192,-0.0898739084807287,0.242926737085399,-0.034567227118518,-0.0106193457363919,0.533744439055245,-0.24819885977687
