"","Sample.ID","Database.Schema.Definitions.Url","Latitude","Longitude","LandUse","LanduseID"
"246","SampleID.102.100.100.15887","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-13.74768,141.50618,"1 Conservation and natural environments",1
"247","SampleID.102.100.100.15891","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-13.84394,141.61639,"1 Conservation and natural environments",1
"248","SampleID.102.100.100.15895","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-13.97474,141.65258,"1 Conservation and natural environments",1
"249","SampleID.102.100.100.19231","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.640739,138.130066,"1 Conservation and natural environments",1
"250","SampleID.102.100.100.19233","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.640126,138.130077,"1 Conservation and natural environments",1
"251","SampleID.102.100.100.19235","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.640719,138.129228,"1 Conservation and natural environments",1
"252","SampleID.102.100.100.19237","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.638699,138.125403,"1 Conservation and natural environments",1
"253","SampleID.102.100.100.19239","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.638681,138.12579,"1 Conservation and natural environments",1
"254","SampleID.102.100.100.19241","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.638228,138.126446,"1 Conservation and natural environments",1
"255","SampleID.102.100.100.19243","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.637296,138.12213,"1 Conservation and natural environments",1
"256","SampleID.102.100.100.19247","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.636263,138.121902,"1 Conservation and natural environments",1
"257","SampleID.102.100.100.19249","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.634699,138.119816,"1 Conservation and natural environments",1
"258","SampleID.102.100.100.19251","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.634824,138.120165,"1 Conservation and natural environments",1
"259","SampleID.102.100.100.19255","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.6351653,138.1189822,"1 Conservation and natural environments",1
"260","SampleID.102.100.100.19257","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.634765,138.11882,"1 Conservation and natural environments",1
"261","SampleID.102.100.100.19259","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.635152,138.118409,"1 Conservation and natural environments",1
"262","SampleID.102.100.100.19261","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.635559,138.120746,"1 Conservation and natural environments",1
"263","SampleID.102.100.100.19263","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.635311,138.120931,"1 Conservation and natural environments",1
"264","SampleID.102.100.100.19265","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.636366,138.120584,"1 Conservation and natural environments",1
"265","SampleID.102.100.100.19267","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.631434,138.116732,"1 Conservation and natural environments",1
"266","SampleID.102.100.100.19269","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.632738,138.1164129,"1 Conservation and natural environments",1
"267","SampleID.102.100.100.19271","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.630431,138.116249,"1 Conservation and natural environments",1
"268","SampleID.102.100.100.19273","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.654969,138.162344,"1 Conservation and natural environments",1
"269","SampleID.102.100.100.19275","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.655037,138.162904,"1 Conservation and natural environments",1
"270","SampleID.102.100.100.19277","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.655538,138.162765,"1 Conservation and natural environments",1
"271","SampleID.102.100.100.19279","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.655371,138.16255,"1 Conservation and natural environments",1
"272","SampleID.102.100.100.19281","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.091696,138.654574,"1 Conservation and natural environments",1
"273","SampleID.102.100.100.19283","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.090961,138.65477,"1 Conservation and natural environments",1
"274","SampleID.102.100.100.19285","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.0906934,138.6549204,"1 Conservation and natural environments",1
"275","SampleID.102.100.100.19287","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.085397,138.658856,"1 Conservation and natural environments",1
"276","SampleID.102.100.100.19289","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.085429,138.659129,"1 Conservation and natural environments",1
"277","SampleID.102.100.100.19291","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.085733,138.659439,"1 Conservation and natural environments",1
"278","SampleID.102.100.100.19293","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.09727,138.671064,"1 Conservation and natural environments",1
"279","SampleID.102.100.100.19295","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.097408,138.67071,"1 Conservation and natural environments",1
"280","SampleID.102.100.100.19297","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.09698,138.670996,"1 Conservation and natural environments",1
"281","SampleID.102.100.100.19299","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.098208,138.677674,"1 Conservation and natural environments",1
"282","SampleID.102.100.100.19301","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.097955,138.677728,"1 Conservation and natural environments",1
"283","SampleID.102.100.100.19303","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.097955,138.677626,"1 Conservation and natural environments",1
"284","SampleID.102.100.100.19305","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.102971,138.684416,"1 Conservation and natural environments",1
"285","SampleID.102.100.100.19307","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.103062,138.684929,"1 Conservation and natural environments",1
"286","SampleID.102.100.100.19309","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.103011,138.685117,"1 Conservation and natural environments",1
"287","SampleID.102.100.100.19311","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.091744,138.676234,"1 Conservation and natural environments",1
"288","SampleID.102.100.100.19313","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.091563,138.676184,"1 Conservation and natural environments",1
"289","SampleID.102.100.100.19315","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.091272,138.67605,"1 Conservation and natural environments",1
"290","SampleID.102.100.100.19317","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.102142,138.650709,"1 Conservation and natural environments",1
"291","SampleID.102.100.100.19319","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.101944,138.650715,"1 Conservation and natural environments",1
"292","SampleID.102.100.100.19321","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.101999,138.650319,"1 Conservation and natural environments",1
"293","SampleID.102.100.100.19323","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.081399,138.658608,"1 Conservation and natural environments",1
"294","SampleID.102.100.100.19325","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.081391,138.658225,"1 Conservation and natural environments",1
"295","SampleID.102.100.100.19327","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.081551,138.657617,"1 Conservation and natural environments",1
"296","SampleID.102.100.100.19329","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.081479,138.657191,"1 Conservation and natural environments",1
"297","SampleID.102.100.100.19453","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.60963,150.73733,"1 Conservation and natural environments",1
"298","SampleID.102.100.100.19455","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61008,150.73693,"1 Conservation and natural environments",1
"299","SampleID.102.100.100.19457","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.6123,150.73895,"1 Conservation and natural environments",1
"300","SampleID.102.100.100.19459","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61292,150.73795,"1 Conservation and natural environments",1
"301","SampleID.102.100.100.19461","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.6126,150.73769,"1 Conservation and natural environments",1
"302","SampleID.102.100.100.19463","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61565,150.73618,"1 Conservation and natural environments",1
"303","SampleID.102.100.100.19465","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61623,150.736,"1 Conservation and natural environments",1
"304","SampleID.102.100.100.19467","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61745,150.73612,"1 Conservation and natural environments",1
"305","SampleID.102.100.100.19469","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.62103,150.73385,"1 Conservation and natural environments",1
"306","SampleID.102.100.100.19471","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.62067,150.73375,"1 Conservation and natural environments",1
"307","SampleID.102.100.100.19473","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.62075,150.73423,"1 Conservation and natural environments",1
"308","SampleID.102.100.100.19475","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.6213,150.7354,"1 Conservation and natural environments",1
"309","SampleID.102.100.100.19477","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.62083,150.73577,"1 Conservation and natural environments",1
"310","SampleID.102.100.100.19479","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61517,150.72268,"1 Conservation and natural environments",1
"311","SampleID.102.100.100.19481","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61583,150.72482,"1 Conservation and natural environments",1
"312","SampleID.102.100.100.19483","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61353,150.72493,"1 Conservation and natural environments",1
"313","SampleID.102.100.100.19485","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61285,150.72975,"1 Conservation and natural environments",1
"314","SampleID.102.100.100.19487","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.60465,150.7304,"1 Conservation and natural environments",1
"315","SampleID.102.100.100.19489","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.60518,150.7298,"1 Conservation and natural environments",1
"316","SampleID.102.100.100.19491","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.60617,150.73035,"1 Conservation and natural environments",1
"317","SampleID.102.100.100.19495","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.60955,150.7324,"1 Conservation and natural environments",1
"318","SampleID.102.100.100.19497","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.60897,150.7254,"1 Conservation and natural environments",1
"319","SampleID.102.100.100.19499","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.6113,150.7284,"1 Conservation and natural environments",1
"320","SampleID.102.100.100.19501","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61158,150.72577,"1 Conservation and natural environments",1
"321","SampleID.102.100.100.19503","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.60885,150.72258,"1 Conservation and natural environments",1
"322","SampleID.102.100.100.19505","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.6145,150.72878,"1 Conservation and natural environments",1
"323","SampleID.102.100.100.19507","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61007,150.71983,"1 Conservation and natural environments",1
"324","SampleID.102.100.100.19509","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61072,150.72043,"1 Conservation and natural environments",1
"325","SampleID.102.100.100.19511","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61255,150.72095,"1 Conservation and natural environments",1
"326","SampleID.102.100.100.19513","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61103,150.72,"1 Conservation and natural environments",1
"327","SampleID.102.100.100.19515","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61572,150.72173,"1 Conservation and natural environments",1
"328","SampleID.102.100.100.19517","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-33.61737,150.73283,"1 Conservation and natural environments",1
"329","SampleID.102.100.100.42236","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-32.43416,115.77388,"1 Conservation and natural environments",1
"330","SampleID.102.100.100.42238","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-32.31638,115.80861,"1 Conservation and natural environments",1
"331","SampleID.102.100.100.42240","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-32.20472,115.86944,"1 Conservation and natural environments",1
"332","SampleID.102.100.100.42242","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-32.1,115.9125,"1 Conservation and natural environments",1
"333","SampleID.102.100.100.42244","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-32.08166,115.83638,"1 Conservation and natural environments",1
"334","SampleID.102.100.100.42246","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.84166,115.81722,"1 Conservation and natural environments",1
"335","SampleID.102.100.100.42248","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.85916,115.76166,"1 Conservation and natural environments",1
"336","SampleID.102.100.100.42250","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.83083,115.92333,"1 Conservation and natural environments",1
"337","SampleID.102.100.100.42252","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.7525,115.93833,"1 Conservation and natural environments",1
"338","SampleID.102.100.100.42254","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.75472,115.94777,"1 Conservation and natural environments",1
"339","SampleID.102.100.100.42256","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.39055,115.94416,"1 Conservation and natural environments",1
"340","SampleID.102.100.100.42258","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.39388,115.94277,"1 Conservation and natural environments",1
"341","SampleID.102.100.100.42260","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.51111,115.94694,"1 Conservation and natural environments",1
"342","SampleID.102.100.100.42262","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.39277,115.63777,"1 Conservation and natural environments",1
"343","SampleID.102.100.100.42264","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.55138,115.69055,"1 Conservation and natural environments",1
"344","SampleID.102.100.100.42266","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.66944,115.73333,"1 Conservation and natural environments",1
"345","SampleID.102.100.100.42268","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.79416,115.77972,"1 Conservation and natural environments",1
"346","SampleID.102.100.100.42270","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-29.88361,115.27361,"1 Conservation and natural environments",1
"347","SampleID.102.100.100.42272","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-29.72472,115.24777,"1 Conservation and natural environments",1
"348","SampleID.102.100.100.42274","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-28.10027,114.33555,"1 Conservation and natural environments",1
"349","SampleID.102.100.100.42276","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-30.6475,115.41222,"1 Conservation and natural environments",1
"350","SampleID.102.100.100.42278","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-30.67888,115.46777,"1 Conservation and natural environments",1
"351","SampleID.102.100.100.42280","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.02861,115.61666,"1 Conservation and natural environments",1
"352","SampleID.102.100.100.42282","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.18916,115.43944,"1 Conservation and natural environments",1
"353","SampleID.102.100.100.42284","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.965,115.82916,"1 Conservation and natural environments",1
"354","SampleID.102.100.100.42286","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.94138,115.77388,"1 Conservation and natural environments",1
"355","SampleID.102.100.100.42288","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-32.02,116.60777,"1 Conservation and natural environments",1
"356","SampleID.102.100.100.42290","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-32.21583,116.78888,"1 Conservation and natural environments",1
"357","SampleID.102.100.100.42292","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-32.54222,115.77916,"1 Conservation and natural environments",1
"358","SampleID.102.100.100.7035","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-29.00203333,134.6857167,"1 Conservation and natural environments",1
"359","SampleID.102.100.100.7049","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-21.70758333,131.1041333,"1 Conservation and natural environments",1
"360","SampleID.102.100.100.7053","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-20.27151667,129.9691167,"1 Conservation and natural environments",1
"361","SampleID.102.100.100.7055","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-20.28805,129.9873167,"1 Conservation and natural environments",1
"362","SampleID.102.100.100.7063","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-17.50701667,123.7349,"1 Conservation and natural environments",1
"363","SampleID.102.100.100.7069","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-22.57065,118.08065,"1 Conservation and natural environments",1
"364","SampleID.102.100.100.7075","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-28.05051667,120.5461667,"1 Conservation and natural environments",1
"365","SampleID.102.100.100.7081","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-30.4051,121.0622833,"1 Conservation and natural environments",1
"366","SampleID.102.100.100.7083","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-32.82003333,116.4136333,"1 Conservation and natural environments",1
"367","SampleID.102.100.100.7085","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-32.58886667,116.4591,"1 Conservation and natural environments",1
"368","SampleID.102.100.100.7091","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.86331667,126.9831,"1 Conservation and natural environments",1
"369","SampleID.102.100.100.7093","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-31.40915,130.9936833,"1 Conservation and natural environments",1
"370","SampleID.102.100.100.7826","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.14194472,150.7596025,"1 Conservation and natural environments",1
"371","SampleID.102.100.100.7827","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.12809248,150.7568768,"1 Conservation and natural environments",1
"372","SampleID.102.100.100.7831","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.15304021,150.7352711,"1 Conservation and natural environments",1
"373","SampleID.102.100.100.7833","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.13802306,150.7075604,"1 Conservation and natural environments",1
"374","SampleID.102.100.100.7835","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.19835466,150.6945319,"1 Conservation and natural environments",1
"375","SampleID.102.100.100.7837","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.16259382,150.7250605,"1 Conservation and natural environments",1
"376","SampleID.102.100.100.7839","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.12804944,150.6583748,"1 Conservation and natural environments",1
"377","SampleID.102.100.100.7841","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.13925298,150.68313,"1 Conservation and natural environments",1
"378","SampleID.102.100.100.7843","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.15122799,150.6486994,"1 Conservation and natural environments",1
"379","SampleID.102.100.100.7845","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.15913962,150.6369569,"1 Conservation and natural environments",1
"380","SampleID.102.100.100.7849","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.14128158,150.7379895,"1 Conservation and natural environments",1
"381","SampleID.102.100.100.7853","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.1630042,150.6731254,"1 Conservation and natural environments",1
"382","SampleID.102.100.100.7855","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.13674651,150.6666743,"1 Conservation and natural environments",1
"383","SampleID.102.100.100.7857","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.16181402,150.6326533,"1 Conservation and natural environments",1
"384","SampleID.102.100.100.7861","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.17363378,150.5943242,"1 Conservation and natural environments",1
"385","SampleID.102.100.100.7863","https://github.com/AusMicrobiome/contextualdb_doc/raw/3.1.2/db_schema_definitions/db_schema_definitions.xlsx",-35.17710152,150.5937279,"1 Conservation and natural environments",1
